class,text
G8,网络健身直播对居民健身消费意愿的影响研究 网络健身直播/居民健身/消费意愿 随着我国经济的不断发展，人们对生活品质的要求越来越高，也让人们意识到了健身的重要性。特别是随着数字经济的发展，借助互联网、电子商务以及直播平台，网络健身直播迅速发展起来。有鉴于此，本文采用实证研究方法，分析网络健身直播对居民健身消费意愿的影响。研究结果表明：网络健身直播的互动效应、促销效应、主播的受欢迎程度、售后服务、产品物质均正向影响居民健身消费意愿。
G8,新形态足球教材开发和推广的经验启示——以广西科学技术出版社《校园足球》AR教材为例 校园足球/地方教材/开发/推广 为全面贯彻党的教育方针和国家的足球改革发展战略，积极推进校园足球的普及，促进青少年身心健康和体魄强健，帮助学校特别是足球特色校提升校园足球教学质量和科学化水平，各地出版社纷纷发挥自身优势，开发地方校园足球教材。文章以广西科学技术出版社的《校园足球》AR教材为例，从“别具匠心，打造特色教材”“多方发力，推进校园足球普及”方面阐述新形态足球教材开发和推广的实践经验，为各地出版社开发地方校园足球教材提供参考，助力国家校园足球教育事业的发展。
G8,故宫博物院藏清末新军影像评述 清末/北洋新军/影像/故宫博物院 故宫博物院藏有清末新军相册12部共800余张影像，这是目前海内外数量最多的一批新军主题照片。其拍摄时间从1905年持续到1910年，内容分为校阅和秋操两大类。影像呈现了当时新军将领、武器、服制、训练及演习等真实画面，是清末新军编练成果的直观展示。
G8,"建成环境对户外空间健身活力的影响及其异质性——以武汉市主城区为例 建成环境/健身活力/影响机制/异质性 探讨城市户外空间健身活力的建成环境影响机制对促进全民健身具有重要意义。论文以武汉主城区为例，基于Keep健身轨迹数据探究户外空间健身活力强度，采用多层线性模型(hierarchical linear model,HLM)与多尺度地理加权回归模型(multiscale geographically weighted regression,MGWR)分析建成环境对健身活力的影响及其异质性。结果表明：(1)不同功能类型区健身活力差异巨大，绿地主导型空间健身活力最大，且运动场所密度、水系空间指数对此类空间促进作用更加明显；居住主导型空间健身活力也较大，且支路密度、容积率对该类空间正向影响更强；工业主导型最弱，POI混合度、地价对此类空间正向效果明显。(2)不同空间区位健身活力差异巨大，总体呈现“核心—边缘”结构，组团集聚特征明显，且不同区位受POI混合度、道路密度、建筑密度、绿化率影响的差异较大。研究结果显示城市建成环境对户外健身活力的多重影响，可为面向健身友好的城市功能及形态优化提供参考。"
G8,虚拟运动掀起体育新潮流 新潮流 当前，虚拟运动将运动装备与健身软件、平台结合，推动虚拟现实终端及内容兼容适配，支持虚拟现实落地户外与室内、有氧与无氧、单人与多人、休闲与竞技等多元体育运动领域，逐步形成了大众健身的一种新业态。坐在与VR（虚拟现实）设备连接的自行车上，或直起身子加速追赶，或做匍匐状调整节奏；大屏幕实时模拟比赛路况环境，还显示着速度、名次等数据……以上，是石家庄第一届体育产业节上“虚拟体育系列赛”的现场场景。这样别开生面的骑行让更多人接触了虚拟运动，与数字化互动的体验也令不少人大呼“新鲜”“过瘾”。当下，随着科技的飞速发展，VR虚拟现实技术已经逐渐融入了我们的日常生活。VR技术的运用，
G8,乡村体育火爆背后 乡村体育 乡村体育赛事爆火的背后，是加强村居建设、保护文化传统的实践积累。乡村体育，是全面推进乡村文化振兴、建设体育强国的重要内容。连续多年，中央一号文件要求创新农村精神文明建设有效平台，提出整合文化惠民活动资源，支持农民自发组织开展村歌、“村晚”、广场舞、趣味运动会等体现农耕农趣农味的文化体育活动。2022年夏天，贵州台江县，人口不足2000人的台盘村举办了一场乡村篮球比赛，“村BA”意外出圈。2023年夏天，人口不足40万的榕江县，因为“村超”，
G8,“大思政”视阈下构建高职体育教育教学多维评价体系的路径研究 大思政/高职/体育教育教学/多维评价体系 德育和体育是高职院校开展教育教学活动的两项重要内容。随着学科融合、大思政以及课程思政的不断提出，高职体育教育教学也需要与德育有机融合，在“大思政”视阈下对高职体育教育教学的多维评价体系进行构建，为开展有效的体育教育教学评价提供全面支持。从体育知识技能、体能、整体健康发展、意志品质和思想教育五个维度出发，从全员、全程、全方位的育人格局入手，构建高职体育教育教学多维评价体系。该评价体系能够为高职体育教育教学评价提供方向指导，从多维度促进教学评价的科学化开展，从而持续促进高职体育教育教学的效果得到提升。
G8,学校体育伤害事故侵权纠纷的判例分析与风险防范研究 学校体育/伤害事故/侵权纠纷/风险防范 目的：通过文献资料法和案例分析法对近五年学校体育伤害事故侵权纠纷案件的裁判文书进行分析，在此基础上总结如何尽量降低学校体育伤害发生的风险。结果：学校对于事故的发生和处理是否存在过错为此类案件的争议焦点，判断学校是否具有过错时，主要从场地管理、监测学生健康以及事发后及时救助三个方面认定。结论：针对学校场地管理、监测学生健康和事发后及时救助方面提出相应防范对策，通过完善管理制度、加强安全教育和建立保险机制三个方面降低事故发生风险。
G8,跨文化传播视域下推动国际学生中华文化认同的实践探索——以“龙舟文化实践”为例 跨文化传播/国际学生实践/中华文化认同/“龙舟文化实践” 以“龙舟文化实践”为例，从跨文化传播的视角出发，阐释了推动国际学生中华文化认同的跨文化价值。深入分析了当前推动国际学生中华文化认同所面临的现状与困难，从源文化融合、认知路径搭建、目标文化设定等方面探讨了推动国际学生中华文化认同的实践路径。提出融合语言与文化、打造实践性活动、创新实践形式等应对策略，以提升国际学生对中华文化的认同感，培养真正知华、友华、爱华、懂华的高素质国际人才。
G8,高校乒乓球教学中的思政元素挖掘与实践思考 高校/乒乓球教学/课程思政 分析党的新时代创新理论，充分挖掘乒乓球课程教学中的思政元素，从融入思政元素的重要意义，加强教师课程思政能力培养和思政融入的实践内容和方法几方面进行论述，力争实现价值塑造、能力培养和知识传授三位一体的体育课程教育目标。
G8,“协商式抵抗”：国产女性向游戏中的女性形象 女性向游戏/女性形象/女性主体性/后女性主义 在网络游戏亚文化中，女性逐渐成为我国游戏市场重要的消费群体。以女性玩家为目标受众群体，设计、研发和运营的女性向游戏受到了女性消费市场的欢迎。目前国产女性向游戏的发展可以划分为起步阶段与成熟阶段，通过对多个具有代表性的游戏进行文本分析，研究从外形、性格、能力、社会身份四个维度归纳出不同阶段下国产女性向游戏所塑造的女性角色的总体特征。研究发现，随着国产女性向游戏的发展，其女性角色形象塑造呈现出从单一化、刻板化转向多元化、立体化的进步趋势，丰富和重构了以往游戏中的女性角色形象，对父权话语与男权文化提出了反抗。然而，现阶段女性向游戏对男性凝视和传统女性刻板印象的解构是初步且不完整的，它是对男权文化主导下的性别二元对立模式的一种协商式抵抗。
G8,我国体育产业数字化转型探析 体育产业/数字化转型/动因/应对 体育产业走数字化转型之路是数字经济时代的必然之举。本文从探讨体育产业现状入手，剖析体育产业数字化转型的动因，并根据实际提出相应发展建议。
G8,沈阳故宫博物院凤凰楼圣容像存贮探微 凤凰楼/圣容像/存贮/沈阳故宫博物院 沈阳故宫博物院凤凰楼是清朝在盛京皇宫尊藏历代皇帝圣容像之所。自乾隆十五年“五代圣容”入藏凤凰楼后，清朝历代皇帝都会将先帝圣容像移至凤凰楼尊藏。但光绪二年因凤凰楼需要修缮，一应陈设品均移贮敬典阁，后再未移回。本文根据《实录》、档案、近代报刊等资料，探究了圣容像在留都盛京的入藏和流转情况，并尝试还原凤凰楼部分旧藏。
G8,休闲体育增活力  乡村振兴展新颜——崇明区体旅融合发展的探索实践 探索实践/休闲体育/崇明区/乡村振兴 当前，崇明世界级生态岛建设正处于战略机遇叠加期、生态潜能释放期、美丽蝶变加速期，面临打造新的生态制高点、经济增长点、战略链接点的新机遇。崇明区紧紧抓住乡村振兴新产业培育的良好机遇，依托良好的生态环境，大力发展休闲体育运动，与乡村旅游资源融合，走出了一条体旅融合发展的新路，找到了一条生态优势价值实现的新途径，为乡村振兴增添了新活力。
G8,茶文化赋能体育人文社会学发展 体育人文社会学/茶文化/体育产业/融合 体育学的实践在时代的演进中相继出现了扩大化与复杂化的现象，为了应对新时代体育学科所出现的问题，体育人文社会学应运而生，并逐渐成为体育学至关重要、不可或缺的构成部分。然而体育人文社会学的发展并非一帆风顺，从其他学科与文化中汲取营养自然是解决当下问题的关键，茶文化以其自身独特的魅力与影响力深深地影响着社会的各方面，也同时在体育产业、民族体育等诸多体育人文社会学的研究领域发挥作用。本文运用文献梳理、逻辑推理等方法分析了茶文化在体育人文社会学中起到的赋能作用，以期对当前相关理论做出贡献。
G8,茶多酚在促进大学生体育健康中的应用 茶多酚/大学生/体育健康/运动能力 茶多酚作为一种天然的生物活性物质，在促进大学生体育健康方面具有广泛的应用前景。文章通过综述茶多酚对促进大学生体育健康的作用机制和效果，探讨了茶多酚在提高运动能力、增强抗氧化能力、调节免疫功能、促进肌肉修复和减轻运动后疲劳等方面的应用。研究表明，茶多酚通过多种途径对大学生体育健康具有积极的影响，可作为一种有效的健康促进剂。然而，目前对于茶多酚在大学生体育健康中的应用还存在一些争议和不足之处，需要进一步的研究和探索。文章的研究结果对于推广茶多酚在大学生体育健康中的应用具有一定的指导意义。
G8,中华体育精神融入体育课程思政案例库建设的研究 中华体育精神/课程思政/体育课程思政/案例库 在体育课程思政教学中引入案例教学法，是提高课程思政教学效果的有益尝试，而构建案例库是系统开展案例教学的基础。中华体育精神作为我国优秀传统文化的一部分，其丰富的精神内涵与体育课程思政教学目标高度契合，大量丰富形象而广为传播的素材是体育课程思政案例库的宝贵资源。中华体育精神融入体育课程思政案例库建设是个系统工程，应以体育类人才思政培养目标为基础，健全制度保障，做好宏观架构。在具体建设流程方面，以中华体育精神的内涵为依据，按照内容模块确定、样式标准选择、素材搜集、案例编写、实践应用、反馈修改6个步骤进行动态建设，并有计划地开展更新、维护和共享。
G8,有氧运动联合二甲双胍改善2型糖尿病大鼠胰岛素抵抗及其对血清内脂素的影响 2型糖尿病/内脂素/有氧运动/二甲双胍 目的：本研究旨在通过观察6周有氧运动、二甲双胍及其两者联合干预，对2型糖尿病（T2DM）大鼠胰岛素抵抗的改善作用，及对血清内脂素（Visfatin）的影响，为有氧运动联合二甲双胍方案在2型糖尿病的治疗中的效果，提供试验依据。方法：选用8周龄SD雄性健康大鼠共计50只，随机挑选10只大鼠为正常对照组（C组），用标准普通饲料进行喂养。剩余的40只大鼠进行T2DM动物模型塑造。造模成功后的大鼠随机分为：糖尿病对照组（DM）、糖尿病运动组（DME）、糖尿病药物组（DMM）、糖尿病药物+运动组（DMME），进行6周的干预。6周后，检测各组大鼠TG、TC、FBG、FINS和Visfatin的含量。结果：（1）与C组相比，DM组TC和TG水平均表现出极显著升高（P<0.01）；与DM组相比，DME组、DMM组、DMME组TC水平均显著性降低（P<0.05）；与DM组相比，DME组、DMM组、DMME组TG含量均呈下降趋势，其中DMM组具有极显著性差异（P<0.01）。（2）与C组相比，DM组胰岛素抵抗指数（HOMA-IR）显著升高（P<0.05）；与DM组相比，DME组、DMM组、DMME组胰岛素抵抗指数均呈下降趋势，其中以DME组、DMME组下降显著（P<0.05）。（3）与C组相比，DM组Visfatin水平极显著升高（P<0.01）；与DM组相比，DME组、DMM组、DMME组Visfatin水平均呈下降趋势，其中以DMME组下降趋势最为明显，但无显著性差异（P>0.05）。结论：（1）有氧运动、二甲双胍及二者联合均能在一定程度上纠正T2DM大鼠糖脂代谢的紊乱，改善T2DM大鼠胰岛素抵抗。（2）有氧运动、二甲双胍二者联合干预的效果有优于单一干预的趋势。
G8,"高桩南狮运动员专项素质与动态平衡能力的相关性研究 高桩南狮/专项素质/动态平衡能力/相关性 目的：探究狮头狮尾专项素质与动态平衡能力之间的相关性，检验目前高桩运动员的素质状况以及寻求提升专项训练的理论方法。方法：运用文献资料法、测试法、数理统计法以及逻辑分析法对16名参加过国家级竞赛并获取名次的高桩运动员进行专项素质和动态平衡能力测试。结果：（1）狮尾的立定跳远、卧推分值显著高于狮头（P<0.05），狮头的30m、50m、日字15次碎步、往返6*6、坐位体前屈显著高于狮尾（P<0.05）。（2）狮尾上肢平衡均好于狮头（P<0.05），下肢部分方向显著好于狮头（P<0.05），其他狮头均优于狮尾。（3）狮头双手斜上、狮尾双手外侧和双腿前方、整体双手斜上和双腿总分存在较为显著的不对称状况（P <0.05）。（4）狮头右手总分值与引体向上呈正相关（r=0.773），左手总分值和左右脚总分值与往返6*6呈正相关（r=0.774,0.801,0.758）。狮尾左脚总分值与日字15次碎步呈负相关（r=-0.815）。总体上运动员右手总分值与卧推呈正相关（r=0.530），四肢总分值与往返6*6呈正相关（r=0.674,0.609,0.500,0.698）。建议：（1）在后续的训练之中应该对运动员进行针对性的纠正和保护训练，避免后期产生运动损伤。（2）运动员可以通过具体的项目训练来提升高桩南狮所需要的精准素质需求，例如，通过6*6训练提升四肢动态平衡能力。"
G8,共情传播视域下中国体育故事跨文化传播的国际认同建构 中国体育故事/跨文化传播/共情传播/国际认同 中国体育故事存在国际认同不足等困境，如何基于文化陌生感的语境建构中国体育故事跨文化传播的国际认同，是亟待思考的现实议题。该研究以共情传播为理论，指出了中国体育故事中的共情元素、共性历史、共同诉求和共通价值，为跨文化传播中建构国际认同提供了共情可能。并以国际认同的建构为导向，构建了中国体育故事跨文化传播中的共情传播模式，认为承载不同价值观、不同主题的中国体育故事，在相应的跨文化传播场域，能够经由共情传播建构国际认同。基于这一模式提出了中国体育故事跨文化传播中建构国际认同的路径：提炼中国体育故事与世界的共情元素，消解认知偏差；从平民视角和他者视角讲述中国体育故事，强化情感认同；强化中国体育交流故事传播中的聚合效应，以共识促认同。
G8,沂蒙山区红色体育旅游高质量发展研究——基于资源基础和社会需求的分析 沂蒙山区/红色体育旅游/资源基础/社会需求 运用实地考察法和问卷调查法，并查阅相关文献资料，对沂蒙山区发展红色体育旅游的资源基础和社会需求进行调研分析，结果表明：沂蒙山区发展红色体育旅游具有红色文化底蕴深厚、社会需求旺盛等有利条件；同时存在两种旅游资源融合不足、基础设施相对落后且知名度不高、尚未形成品牌效应等不利因素。促进沂蒙山区红色体育旅游高质量发展需从以下方面着手：明确市场定位，满足多样化需求；加强景区基础设施建设，提升游客体验感；完善政策法规，培育良好的市场环境；加大宣传推广力度，塑造知名品牌。
G8,我国不同区域体育旅游精品项目的对比分析 京津冀/长三角/体育旅游精品项目/丰度法 采用丰度法对京津冀和长三角体育旅游精品项目进行对比分析，并通过逻辑分析法探寻两区域体育旅游精品项目发展的影响因素。研究表明：（1）长三角体育旅游精品项目的发展较京津冀更具显著优势；（2）自然地理环境、经济发展水平、项目特征、旅游资源禀赋、交通区位条件五类因素对两区域体育旅游精品项目的发展有显著影响。本文通过对两区域体育旅游精品项目分析与比较，以期为我国各地发展体育旅游、打造体育旅游精品项目提供帮助与借鉴。
G8,乡村振兴战略下乡村体育旅游价值及发展策略分析 乡村振兴/乡村体育旅游/价值/策略 乡村振兴战略是实现农业农村现代化最有力的推手。运用文献资料、专家访谈、实地调查等方法，对我国乡村体育旅游业价值、发展困境详细研究提出发展策略。研究发现：乡村振兴战略下持续发展乡村体育旅游业在城乡融合发展、乡村旅游产业融合升级、乡村治理、乡村特色体育文化方面具有重要价值。发展策略：强化政府职能，健全体系制度、扩大人才队伍，提高服务质量、重视乡村体育文化，加强生态建设、加大财政投入力度，拓宽融资渠道。
G8,文体旅融合视角下的天府绿道发展路径研究 文体旅融合/天府绿道/产业融合/发展路径 当前成都市体育产业规模达到近千亿元，产业贡献度日益凸显，已经成为促进经济增长动能转换、推动经济社会转型的重要引擎，绿道体育经济在成都全面建设践行新发展理念的公园城市示范区和推动高质量发展、创造高品质生活中具有重要作用。本文对现有天府绿道体育相关产业的运营方式、特色进行调研，总结归纳文化旅游相关项目在绿道体育产业中起到的积极作用，以及融合发展对成都经济可持续发展的正面影响。对比国内外优秀绿道体育发展案例，找出适合天府绿道体育发展的并且具有成都地域文化特色的项目，为成都推动以绿色新优势的可持续发展，建造高品质公园城市场景提供发展策略。
G8,5G时代背景下国内体育类移动应用程序的传播、应用与展望 体育移动应用程序/体育APP/5G技术/应用程序技术 本文从传播和应用两个维度分析我国体育类移动应用程序现状，并提出我国体育类APP未来展望。研究发现：目前我国体育类移动应用市场以国内研制应用程序为主导，形成良好保护性市场；国内研制的高使用率应用程序在国际影响力相对较低。国内将体育类移动应用程序运用在运动训练、学校体育、体育消费、体育赛事、幼儿体育等领域。提出了以下展望：建立国内体育类移动应用四益模型，分别从经济发展、竞技水平、国民体质、学校体育方面介入改进。
G8,基于大数据背景下武术文化传播的SWOT分析 武术文化/大数据/传播/机遇 随着经济全球化、互联网大数据的快速发展，武术文化的传播不断受到人们的关注，而大数据时代的来临为武术文化的传播带来了新的传播手段和媒介，与此同时也给武术文化传播带来了一定的挑战。本文运用文献资料法、逻辑分析法结合传播学的相关理论，借助SWOT分析方法，对大数据时代背景下武术文化传播进行分析研究。武术文化在大数据时代下自身拥有的优势与劣势，以及面临的机遇与挑战，指出在大数据时代，武术文化的传播要充分利用自身的优势，把握机遇、迎接挑战，借助大数据时代新闻媒体特点，以国家相关政策为指引，积极培养和引进人才，建立协调完善的武术文化传播生态，扩大武术文化传播维度，以促进武术文化更好的传承与发展。
G8,内涵与嬗变:女排精神的诠释——基于1981-2019年《人民日报》的内容分析 中国女排/女排精神/人民日报/集体主义 通过质化内容分析方法，选取1981-2019年《人民日报》中有关中国女排的新闻报道为主要质性材料，自下而上的探索女排精神的内涵与演变特征。以时间为线索，分析了女排精神的实质内涵，提取出女排精神的4个构成要素，包括拼搏精神、团结精神、爱国精神、创新精神，并对女排精神的演变特征进行分析，总结出拼搏精神一脉相承、由集体主义向个性肯定的转变、由民族精神的特质向体育精神本质的回归的演变规律。
G8,区块链技术在学校体育中的应用研究 学校体育/区块链/线上体育/影响 运用文献资料、逻辑分析等方法研究区块链技术对线上体育教学的影响，以期为线上体育教学创新改革提供理论参考。区块链技术在线上体育教学的应用场景有：强化体育教学版权保护，搭建体育信任体系。优化线上体育服务流程，实现体育资源高效流转。存储可信数据，精准对接用人单位。智能合约促进线上体育资源流转。区块链技术在线上体育领域的应用价值：实现线上体育教育资源开放共享；创新认证形式；提高线上体育学习的公信度；创新线上体育教学互动形式。当前线上体育教学存在的问题：优质教学资源缺乏；共享能力不足；知识产权保护受限；缺乏线上体育学习动态监测和评价体系。区块链技术优化线上体育教学的路径：创新线上体育教学信用机制；实现线上优质体育资源共享；构建智慧教学链完善线上体育学习评价体系；代币奖励激发学生体育学习的内生动力。
G8,基于DEA模型的公园绿地青少年运动场地评价研究 体育运动场地/青少年/公园绿地/DEA评价模型 面对我国城市公园绿地中青少年体育运动场地资源配置不合理、使用效率不高等问题，该文引入DEA评价模型，以四川省成都市3个综合型公园为研究对象，提取和总结出影响公园绿地型体育运动场地使用效率的因素指标，并根据现场调研和问卷调查，收集相关数据，对其使用效率进行实证研究。以提升使用效率为目的，通过分析各决策单元效率的不同结果，探讨影响其效率的因素，以推动城市公园绿地型青少年体育运动场地更高效、科学、合理的布局，更好地推进我国青少年体育公共服务体系以及体育强国建设。
G8,陕西省全运体育场馆赛后开发与利用研究——以西安市为例 陕西省/第十四届全运会/体育场馆/赛后利用 对赛后全运会场馆的综合利用效率进行研究，对提升体育场馆的经济效益和社会效益具有十分重要的意义。本文运用文献资料、逻辑分析等研究方法发现，影响第14届全运会体育场馆赛后利用的主要因素包括：场馆经济收益较低，高校体育场馆对外开放缺乏安全性保障，场馆专业性过强、难以满足大众的健身需求和复合型体育专业人才的缺失等多个方面；全运会后体育场馆赛后开发与利用策略包括：运用多元化运营模式、提升场馆经济效益，加强高校体育场馆安全保障措施，加强宣传力度、优化服务供给，多渠道培养、引进复合型专业人才。
G8,重庆市泳池救生技能赛事对救生员岗位素质的影响研究 游泳/救生赛事/救生救护/岗位素质 通过问卷调查、访谈等方法对重庆市第三届游泳救生技能比赛进行调查，探究赛事对救生员岗位素质的影响。结果显示：参与者在救生常识方面救生意识占80%、救生器材使用85.26%、救生知识71.57%的得到提升；救生技术方面92%的参与者的拖带技术提升最为显著；游泳技术中潜泳技术提升较为明显占88%;80%的认为赛事提高自身的速度耐力，有61%的认为对身体协调性有所帮助，另外，赛事对救生岗位中的心腹复苏操作能力及团队协作能力都有较大的收获。建议地方上增加不同等级、全方面、不同类型的救生比赛，放低参赛门槛，全民普及和参与，促进救生员从业水平和行业安全的健康发展。
C8,"人工智能与数字技术背景下统计学专业实践教学体系优化及设计 人工智能/数字技术/统计学专业/实践教学体系 统计学专业建设需要紧跟人工智能和数字技术发展步伐,该文通过对统计学专业实践教学体系的现状分析与存在问题剖析,提出人工智能与数字技术背景下统计学专业实践教学体系优化与设计的思路,进而给出人工智能与数字技术背景下实践教学体系的总体框架和相应的优化设计方案,进一步提升学生将统计理论与人工智能、数字技术的融会贯通的能力,满足我国人工智能产业的发展和数字中国建设的人才需求。"
C8,物流专业“专创融合”特色示范课程建设——以《统计学》为例 专创融合/数字化课堂/课赛结合 在全面深化改革的教育背景下，创新创业教育与专业教育的融合已成为适应知识经济时代发展的必然要求。物流专业应从理论到实践进行多维度深入挖掘，通过创新课程设计、改革教学模式，切实将创新创业教育融入专业教育。首先，文章分析了物流专业课程开展“专创融合”建设的必要性；其次，从提升学生的学习效果出发，基于SC理念，以物流专业重要课程《统计学》为例，阐述了如何进行“专创融合”，以教学设计与方法改革为主线，通过立体化的数字课堂建设更新教学资源，融入产业元素，以课赛结合的方式培养学生的创新创业能力，通过建立多元化的评价体系进行学习效果评价，通过多轮学习数据分析来持续改进。
C8,"BOPPPS模式下统计基础课程思政的实践路径探索 统计基础/BOPPPS教学模式/课程思政/教学效果 课程思政将各类专业课程与思想政治理论课同向同行，形成协同效应，把“立德树人”作为教育的根本任务。本文以高职统计基础课程思政的教学活动为例，进行课程思政元素切入点分析，运用BOPPS教学模式开展课程思政教学，并进行教学效果分析。结果表明，学生学习的参与度明显提升，实验班的综合成绩显著高于对照班(P<0.05),学生的学习态度发生了明显转变，达到了育人的目标，可为同类院校课程思政的开展提供了借鉴和参考。"
C8,现代服务业统计制度研究 现代服务业/统计制度/方法分析 为了提升现代服务业的统计质量和效率，需要进行现代服务业统计制度方法的运用和实践，只有如此，才能够提升现代服务业统计质量和效率，降低统计工作出现失误的概率。通过分析现代服务业统计制度运用的重要价值以及统计制度使用过程中存在的问题，或可制定出更具有可行性的现代服务业统计制度运用策略，让现代服务业统计制度方法的运用达到更理想的状态。
C8,"用数据守住人心 nan 数据汇国计民生。经济形势越复杂,统计数据关注度就越高,出现争议质疑也屡见不鲜。回顾2023年,就有这么三个数据事件引起了社会上比较广泛的争议讨论。一是失业人口标准。去年6月15日,国家统计局在新闻发布会上解释了我国的就业统计标准,一周工作一个小时及以上都算就业,不算失业。虽然符合国际标准,但也在网络上引发关注、传播和争议。"
C8,社会治理能力现代化测度设计与区域特征分析——基于陕西省社会治理进展的评价与分析 社会治理/治理能力现代化/测度框架/方法与工具 社会治理能力现代化是国家治理能力现代化的重要组成部分，促进社会治理能力现代化是解决各种社会问题、实现区域国家治理现代化的必然要求。通过梳理相关理论文献，构建社会治理能力现代化的统计测度理论基础，形成社会协同参与能力、法制保障执行能力、资源合理配置能力、社会服务提升能力和科技创新支撑能力5个观测维度，以及12个测度子维度，形成社会治理能力现代化测度的理论框架。依此构建陕西省社会治理能力现代化测度指标体系，以及设计基于Critic法和熵权法的TOPSIS(逼近理想解排序)模型的区域社会治理能力现代化发展指数和区域差异性测度工具。对陕西省社会治理能力现代化水平进行测量和区域特征分析。结果表明：陕西省社会治理能力现代化水平逐年提高，资源合理配置能力最为重要，其次是社会服务提升能力；陕西省各地区区域间社会治理能力呈现“中间高、两端低”的特点。最后针对陕西省社会治理能力现代化态势提出相关建议。
C8,基于“三新”企业分层抽样单元权重动态调整的估计方法 “三新”企业/抽样单元/样本分布结构/复合估计 对“三新”企业进行抽样调查是及时掌握和监测“三新”经济发展的重要手段。考虑到这一类调查总体单元变动比较迅速，抽样框信息变动大，无法及时覆盖总体的最新特征，依此抽样框得到的样本数据结构与总体的分布结构差异较大，样本的代表性较低，会对总体数量特征的有效估计产生影响。因此，基于调查总体单元的变动特征，把抽样框中的单元划分为保留单元和转移单元，在此基础上，依据样本单位分层结构的变动，设计了基于“三新”企业分层抽样单元权重动态调整的估计方法。首先，通过事后分层方法挖掘出不同层的单位特征，并预测抽样框各层容量；其次，依据层规模的变动预测对目标变量估计量的权重进行修正；最后，通过自我加权设计构造出总体动态变动后数量特征的复合估计量，并对其进行优良性讨论。在对“三新”企业的模拟数据进行多次重复抽样实验中，相比于固定抽样框下的传统方法，基于分层抽样单元权重动态调整的估计方法具有更高的抽样效率，构造的关于总体数量特征的估计量具有无偏性和有效性。
C8,大数据背景下“以赛促学、以赛促教”在统计学教学中的应用研究 以赛促学/以赛促教/统计学/教学改革 统计学作为高校大部分专业的学生必学的课程，对学生的成长起着重要作用，然而，“以赛促学、以赛促教”在统计学教学中存在教学方式单一、统计学课程定位模糊，未体现竞赛理念、教学内容与比赛内容相脱离、统计学课程资源与社会需求脱节等问题，不利于提高学生的专业和实践能力，难以协调教学与比赛的关系，因此，有效协调教学和比赛的关系，将“以赛促学、以赛促教”教学模式引入到统计学教学的全过程，从比赛理念贯穿统计学课程教学全过程、统计学教学方式融入比赛的全过程、成立数理统计协会三个方面提出统计学课程改革的实现路径。
C8,新文科背景下SPSS统计课的“343”教学模式探究 新文科/SPSS统计课/教学模式/科学素养 新文科提倡文理融合，培养文科生的科学素养。SPSS(Statistical Package for the Social Sciences，社会科学统计软件包)统计课的教学内容具有高度的综合性，是培养文科生科学素养的良好载体。文章采用顶层设计思路，以教学的情感理论与认知理论为基础，遵循新文科理念构建了“343”教学模式（包含情知、案例与练习3个模块）。情知模块包含知行合一、认知结构与教学幽默3种策略，有效解决了文科教学中的认知与情感2大矛盾。案例模块新增了还原研究过程与统计原理的通俗解读2个环节，实现了文理知识的融合，培养了文科生的科学素养。练习模块包含自主探究、小组合作与课后练习，巩固了学习效果。“343”教学模式综合考虑了文科SPSS统计课教学的诸多元素，与新文科理念高度契合，值得在需要学习SPSS软件的文科专业中推广。
C8,新一代信息技术在统计工作中的应用研究 信息技术/CPI数据采集/能源在线监测 新一代信息技术的迅猛发展，使统计工作面临新的机遇与挑战。利用网络技术实现统计工作中的大型普査及专项抽查的数据报送及反馈。工业企业使用一套表联网直报系统可联网直报有关统计数据。CPI系统实现了基础数据的网络化、智能化快速采集。能源在线监测系统，可准确掌握企业生产、消耗流程信息。全国经济、人口农业普查移动采集终端管理信息系统等的应用，提高大型普查数据采集、处理能力及数据精准性。
C8,基于ADDIE模型的应用统计学专业“专创融合”课程体系研究 创新创业/专创融合/ADDIE模型/课程体系 推进“专创融合”课程体系建设已经成为高校落实国家创新驱动发展战略的迫切需要。为避免专业教育与创新创业教育融合出现“两张皮”现象，实现专业教育与创新创业教育的深度融合，在理论分析的基础上，基于ADDIE模型从专业能力与需求分析、课程体系与内容设计、师资队伍与平台开发、课程实践与管理实施、课程结果与成效评估5个方面构建“专创融合”课程体系，把单一的专业化教育模式转变为能力导向型的复合型人才培养模式，着力推动跨学科融合与应用型统计分析人才的培养，提升高校应用统计学专业创新创业人才培养质量。
C8,中国城市相对贫困的统计测度及其分解 城市相对贫困/统计测度/多维相对贫困指数/A-F法 随着改革步入深水区、城镇化步伐加快，中国城市相对贫困问题越来越凸显。利用2018年CFPS数据库的微观数据，构建多维相对贫困指标体系，运用A-F法对中国城市相对贫困状况进行测度和分解，得到如下结论：一是前期的农村精准扶贫政策不仅消除了绝对贫困问题，也在一定程度上降低了城市的相对贫困发生率和相对贫困程度；二是按照省（区、市）样本分解多维相对贫困指数，结果显示各省（区、市）城市居民的多维相对贫困程度不仅与经济发展水平有关，也与地区的外来人口规模有关；三是通过对比不同指标的贡献率，发现中国城市相对贫困的中心问题是教育、就业和社会保障等一些非经济维度。最后，对中国城市相对贫困的治理提供了对策建议。
